INPUT:id	INPUT:text	OUTPUT:id	OUTPUT:plot	OUTPUT:image	OUTPUT:music	OUTPUT:actors	OUTPUT:plot_score	OUTPUT:image_score	OUTPUT:music_score	OUTPUT:actors_score	HINT:text
93652_5	"двоякий впечатление оставлять фильм сторона лиза оценивать душа хабалка вика смотреть свой добродетель лиза менее       , ""       смотреть вика свысока народ род племя интеллигентный образованный человек фильм достаточно жестко привязывать провинция типаж вика достаточно жестко лицо лиза определять питер вырыть ров образованный центр дикий нищий смыслить высокий искусство провинция игра актер атмосфера весь 10 балл характер фильм 3"		no	no	no	yes				pos	
93566_0	короче говорить молчание        –        золото человек часто очень говорить придавать особый значение слово запас несколько десяток слово который смочь ограничиваться распоряжаться именно идея преследоваться фильм тысяча слово eol вкратце говорить данный фильм рассказывать больший трепач джейк макколь эдди мерфи работа заключаться убалтывание человек подписание контракт день двор появляться дерево который оказываться связывать каждый слово это упавший лист ветка дерево начинаться самый интересный гласить слоган       : «       тысяча слово узнавать самый главное       »       eol целое кино являться комедия который сокрыть весьма интересный замысел сюжетный линия интересный заставлять проявлять зритель чувство сострадание главный герой попутно заставлять задумываться действовать ситуация комический составлять фильм придавать эдди мерфи данный актер талантливый роль фильм заставлять смеяться плакать персонаж фильм основной раскрываться даваться лишь главный герой актерский игра остальной состав плохой eol итого говорить фильм понравиться очень душевный давать проникаться зритель свой история рекомендовать просмотр наслаждаться		yes	no	no	yes	pos			pos	
93644_0	фильм очень понравиться первый смотреть кинотеатр фильм выходить прокат оставлять очень положительный впечатление добрый романтический комедия действительно очень мало фильм взгляд получаться удачно сюжет актер просто идеально сыграть свой роль переодически пересматривать большой удовольствие добрый фильм		yes	no	no	yes	pos			pos	
93942_3	впечатление близко конец фильм хватить сообразительность заканчивать сценарий конец просто тупой впечатление начинать писать отец страх помирать конец дописывать сынок первоклашка получаться наш поддерживать озвучка просто супер находить актер голос просто тошнить фильм смотреть хотеться ........		yes	no	no	yes	neg			neg	
94005_1	общий история ... бобби кейт бобби канадец нью-йорк кейт семья мексиканец кубинец большой семья брат умирать дядя проблема память бобби музыкант кейт танцевать вместе 10 месяц 3 кейт беременный решать это делать поэтому никто говорить ... работа перспектива туманный ... eol прекрасный день 4 июль садиться такси находить телефон бобби начинать обзванивать частый контакт оставлять свой данный хозяин мочь находить находить говорить скоро подъедит телефон красный куртка некоторый время звонить quot хозяин quot телефон приходить первый претендент получать пуля спина телефон приходить сообщение       : &       quot готовый купить телефон 500 000 quot       ;,        следом бобби звонить кто-то угроза замес ... eol вполне бодрый должно получаться кино напряжение сохраняться ... ... большой ... поначалу это дикий плюс eol ох ... eol фильм начинаться неплохой малопонятный пространный диалог обо кейт бобби бросать монетка разбегаться начинаться путь желтый зеленый желтый путь путь телефон проблема зеленый путь домашний посиделки семейный рутина оба сюжет развиваться параллельно путаница снимать продумывать неплохо каждый история мочь становиться шикарный фильм вместе это затягивать фильм идти час сорок час проходить сидеть ждать развязка ритм сбиваться погоня перестрелка застолье разговор причем близко конец это нарочито вычурно ... убегать убийца мочь травка сидеть eol нравиться идея что-то срастаться ... экшон должный экшон мыло должно мыло eol начинать порадовать оператор хотя восторг крупный план монтаж специфический весь нравиться нравиться музыкальный сопровождение приятный цветовой решение место давать запутываться цветок история это отдельный фильм понравиться оба вместе это как-то перебор получаться отдельность нравиться весь вместе цеплять скука eol p s сравнивать знать идея самый новый ничто голова приходить quot помнить quot кристофер нолан сша 2000 из-за манера повествование		yes	yes	yes	no	neut	pos	pos		
93751_0	черный комедия        —        жанр подготовить зритель большинство человек существовать всевозможный табу        «       киллер джо       »        приходиться вкус фильм давать это понимать первый сцена кроме стоить учитывать произведение комедия зато        «       чернуха       »        хватать лихва eol сын нанимать киллер родной мать получать страховка смерть        —        довольно интриговать логлайн последующий сюжет медленно набирать оборот задумывать        —        весь это подготовка последний 25 минута концентрировать трагикомедия это значить первый четверть плохой просто меркнуть фон финальный фильм отлично скрасить вечер привыкать аморальный юмор зритель открытый концовка также мочь заставлять порассуждать дальнейший судьба герой eol отдельно стоить отмечать прославлять        «       настоящий детектив       »        мэттью маккон играть вышеупомянутый наемный убийца игра значительно выделяться фон коллега цех сцена курица стоять вызывать недоумение факт начало 2010 ых актер считаться посредственный eol итог иметь неплохой история провисать момент однозначно способный развлекать eol p s приходиться отказываться фастфуд курица близкий время		yes	no	no	yes	neut			neut	
93638_0	последний разгильдяй становиться рад военно-морской флот сша смочь побеждать свой недостаток пух прах разгромить инопланетянин супер пупер технология великолепный фильм воспитание тинэйджер патриот америка голливуд научаться снимать фильм советский стиль видимо учение пойти польза главный герой кстати курить по-моему пить делать крутой ...		no	no	no	no					
94004_0	обязательный порядок смотреть это важный аспект жизнь наш вид мало знать кинси подходить настолько беспристрастно довольно щекотливый тема eol книга профессор кинси сей пора оставаться самый популярный научный труд eol это похожий получаться рецензия кинси фильм eol фильм достоверно снимать добротно смонтировать качественно переводить		no	yes	no	no		pos			
93644_1	брак это самый важный шаг ведомый сердце редко слушать фильм очень понравиться хороший актер динамичный смотреться легко второй захотеться посмотреть сразу захотеться высота свой возраст просто рекомендовать часто создавать фильм который настраивать ждать богатый невеста богатый жених равный брак задействовать чувство нажива редко получаться стоить молодой человек ожидать принц принцесса знак свыше никто нужный это сказка мочь помогать молодой создавать свой гнездышко свой семья избегать ошибка который приходиться долго расплачиваться		no	no	no	yes				pos	
93732_1	суть дело самый неприкаянный 2 голливудский актер мало украинский статист вид крымский интерьер забросить разграбить советский база подводный лодка балаклава eol посмотреть желание выключать ко второй половина крутиться мысль сколько время оставаться eol финал недоделывать думать традиционный встреча главный герой семья погибать друг вручение свернутый звездно-полосатый флаг		yes	no	no	no	neut				
93942_1	плохой фильмец !.... некоторый место очень глупый       )))       .... целое       , -        ничто посмотреть !... фильм ребенок беспризорник вырастать приют садист воспитатель ..... соответственно больной психика взрослый жизнь благодаря издевательство ранний детство психотравма !.... сторона       ))))       .... расти приют весь жизнь завидовать ребенок родитель       )))       .... понимать маленький ребенок давать мука детство вид воспиталка садистка педофил извращенец .... оценка 8		no	no	no	no					
93635_0	месяц наступление долгожданный праздник самый время обращать внимание предновогодний комедия неважный стиль снимать фильм        –        классический авторский        –        весь вечный добро чудо хороший жизнь ожидание который каждый вне зависимость возраст связывать рождественский денек eol именно начинаться фильм первый семь минута настраивать правильный волна интригующий сказочный завязка чудесный образ искренний желание маленький мальчик оживать говорить игрушка простой немудреный сюжет одновременно        –        мечта весь ребенок далеко развиваться придумывать вселенная человек привыкать живой плюшевый тед общаться наравный брать работа звезда получать свой порция слава вообще полноценный член общество свой род трехмерный тамагочи самостоятельный eol сразу отмечать удачный решение русский название картина оригинал фильм сет макфарлейн носить название        «       ted       »       корень уходить традиционный прозвище плюшевый медвежонок который сша западный европа звать teddy bear свой имя игрушка получать начало xx век американский президент теодор рузвельт прозвище тедди отказываться собственноручно пристрелить охота загнать медведь мнение это неспортивный медведь затравливать собака забивать полусмерть привязывать дерево менее рузвельт весь отдавать распоряжение застреливать животное избавлять мучение весь история попадать газета который иллюстрироваться карикатура деталь ситуация время позабываться медведь который отказываться застреливать президент тедди превращаться медвежонок eol подавлять большинство российский зритель знать знать тедди почему звать обычный плюшевый медведь фильм название        «       ted       »        давать малый намек содержание некоторый кинотеатр мир фильм проходить название        «       thunder buddies       » (       буквально        «       громобрат       »),        это отсылка сюжетный завязка давать корректный представление кино наоборот мочь вводить зритель заблуждение семейный кино смотреть вместе ребенок это вовсе стоить отдавать должное конкретно русский локализатор который выкручиваться довольно искусно фраза        «       третий лишний       »        носить характер устойчивый выражение наиболее верно соотноситься сюжет комедия eol именно наш название давать понимать тед никакой милый любимец ребенок этакий медвежонок барни герой фильм взрослый зритель разговорчивый расчетливый предприимчивый тед спорить бранно ругаться драться предлагать свой вариант решение eol сталкиваться уровень грамотно подбирать русский название успех переводчик заканчиваться довольно поверхностный дубляж губить значительный часть правильный ощущение работа создатель смотреть        «       ted       »        предпочтительно оригинал субтитр фильм полно уместный ненормативный лексика масса шутка разный пояс направление куча гэг секс дурь наркотик привязывать американский действительность eol например персонаж сэм дж джонс        –        флеш гордон        –        герой одноименный американский трэш сериал 1980 год супергерой интерес творение находить свой отражение последний проект сет макфарлейн фантастический телесериал        «       орвилл       » –        очаровательный атмосферный пародия оригинальный        «       звездный путь       »       правильно это воспринимать оценивать задумка автор хотя серия        «       флеш гордон       »        необходимо посмотреть смеяться роль джонс        «       третий лишний       »,        относиться белобрысый дядька полный придурок смутьян самодур вредитель eol касаться актерский состав       , «       третий лишний       »        сильный именно        –        большой количество приглашать звезда мини роль алекс борштейн патрик варбертон        –        человек который озвучивать большинство персонаж        «       гриффин       »,        играть кадр        «       король вечеринка       »        райан рейндольдс эпизодический роль патрик стюарт капитан жан люк пикар        «       звездный путь       »)        выступать рассказчик оригинальный перевод eol марк уолберг милый кунис справляться свой работа спокойно требоваться изыск просто работать кадр смысл интересно отмечать главный автор сет макфарлейн озвучивать анимировать тед вместе актер площадка из-за кадр отрабатывать диалог реакция медвежонок eol авторский проект сет макфарлейн        «       третий лишний       »        видеть собственный прочтение важный любовь дружба взросление расстановка приоритет преодоление инфантилизм сквозь призма жесткий сатира типичный представитель американский средний класс eol        «       третий лишний       »        просто разовый комедия говорить похабный медведь это фильм предупреждение существующий порядок ценность американский общество потребление упор праздность существование добро доводить шутка представитель сексуальный меньшинство казаться резкий ехидный 2012 сегодня едкий толерантный актуальный тренд гей обворожительный полуиндианка прочий носитель собственный убеждение представитель мультикультура выдерживать макфарлейн eol хотеть похвалить фильм музыкальный отсылка ко вселенная        «       звездный война       », «       рыцарь дорогой       », «       индиана джонс       »        культовый лента плюс музыкальный часть приятный оркестровый джаз сингл        «       everybody needs a best friend       »        исполнение нора джонс вовсе удостаиваться номинация        «       оскар       »        хороший песня eol итог фильм небанальный самобытный уступать идти кинотеатр кино умопомрачительный русский название        «       здравствовать папа новый год 2       »        марк уолберг главный роль главное начинаться новогодний сказка терние специфический американский юмор набор неочевидный решение герой заканчиваться чудо хеппи-энд eol ругать        «       третий лишний       »        делать это просто из-за неидеальный дубляж нелюбовь юмор тип       , –        решение односложный недалекий правильно посмотреть        –        составлять собственный мнение eol второй часть        «       тед       »,   «       плохой санта 2       », –        любитель основной портить идея оригинальный фильм первый        «       третий лишний       »        получаться явно нелишний рекомендовать просмотр компания хороший друг любимый человек индивидуальный просмотр наедине плохой		yes	no	yes	yes	pos		pos	pos	
94011_2	прочитывать комментарий просматривать фильм понимать надоедать сколько мучить девушка черный волос сказать фильм сильно похожий старый проклятие подводить память вместе девушка черный волос бегать маленький мальчик громко кричать кошка японский звонок трилогия который переснимать американец eol оправдываться версия самый страшный это японский девушка черный длинный волос рано мочь утыкаться нос экран ваш телик благодаря новый технология мочь выходить предел точно сдобровать сидеть ваш браузер появляться экран монитор eol отличие американский девушка тип милла йовович который прекрасно знать техника бой противник оружие наш героиня это ничто уметь прекрасно бегать громко кричать злодей поверживать девушка белый платье черный длинный волос порядок надоедать поэтому режиссер добавлять загадочный существо стиль стивен кинг рано это девушка злодей сбросить колодец наш садок который ужасный предыдущий фильм мутировать превращаться длинноногий существо который мочь ползать четвереньки мочь рычать кусаться понятный затея злодей это затевать скидывать девушка колодец вообще оживлять садок затея сбываться конец добро побеждать зло заканчиваться благополучно посмотреть ночь фильм спать спокойно		no	no	no	no					
93644_3	классический романтический комедия добрый симпатичный фильм достойный представитель свой жанр который российский режиссер традиционно удаваться получаться либо пошлятина либо просто плохой глупый кино получаться хороший актер встречаться неплохой шутка достаточно оригинальный сюжет фильм снимать главное никакой пошлость отличать кино работа квнщик пересматривать посмотреть удовольствие		yes	no	no	yes	pos			pos	
94005_0	тягуууучий актер словно жить предлагать автор реальность выходить прогулка зеленый период желтый период какой-то одинаковый переживание усталость страх заварушка должный проходить бесследно первый бросаться глаз касаться суть фильм видимо сценарист давать возможность зритель увидеть разница спокойствие зеленый план надежда что-то прекрасный алчность мнимость герой решать обвести вокруг палец коза ностереть якудза		no	no	no	yes				neg	
94010_1	бугай плохой человек очень плохой злой просто плохой снимать плохой человек хороший сказать посмотреть eol волк волчий выть антигерой антисистема ценность шиворот навыворот хотеть кулак справедливость правда часто человек закрывать самый правда придумывать ширма оправдание бугай настолько плохой открывать ширма вранье наказывать причастный убийство умирать свой смерть это бич наказание хотя это догадываться наверное eol очень харизматичный анимационный фильм это фарс карикатура пародия смотреть интересный наполнять качественный ключевой момент зря высокий рейтинг делать продолжение нужно испортиться момент смотреть 9 10		no	no	no	no					
93637_2	"белоснежка охотник       "" -        это сравнительно неплохой фильм рассматривать исключительно киносказка целое фильм довольно таки слабый eol кое-что действительно понравиться очень красивый прорабатывать выходить костюм настолько хороший фильм номинировать оскар номинация хороший костюм прекрасный выходить спецэффект компьютерный график смотреться действительно реалистичный картинка лента красочный сочный eol противоречивый чувство оставлять экшенный сцена некоторый смотреться впечатляющий многий выглядеть крайне корявый нереалистичный киносказка eol абсолютно печально сюжет малоинтересный скучный наполнять край штамп клише персонаж выходить однобокий неразвивающийся особенно слабо выходить королева равенна самый примитивный злой королева придумывать шарлиз терон играть героиня неплохо ситуация это спасать eol кстати актер играть крайне блекло вызывать никакой эмоция крис хэмсворт стараться неоднократно доказывать свой актерский мастерство явно халтурить эмма стоун впечатлить стоить отмечать играть печально известный сумерки eol итог фильм натяжка называть середняк сделать слабо сюжет персонаж актерский игра фильм добротный визуал красивый картинка фильм спасать"		yes	yes	no	yes	neg	pos		neg	
93869_1	"снимать аватара джеймс кэмерон снимать романтический фильм катастрофа кораблекрушение самый большой судно момент любовь совершенно непохожий друг друг человек картина покорять миллион человек весь мир сей пора продолжать это делать eol джек роза совершенно разный мир первый являться художник бродяга который жить сегодняшний день второй особа знатный семья который собираться отдавать замуж нелюбимый человек хотеть свобода воля джек герой сближаться внезапный айсберг разрушать весь идилия возлюбленный обязывать бороться жизнь самый удивительный условие друг друг бросать настоящий любить любить конец eol дикаприо уинслет очень органично смотреться друг друг роль справляться персонаж написать высоко поговорить eol билли зейн персонаж самый нелюбимый который должный выходить главный героиня очень властный жестокий мужчина который ставить свой будущий жена хотя всячески уверять обратный пассажир 3 класс       "",        обычный человек какой-либо привилегия посчитать главный антагонист фильм eol хотеться отмечать кэти бейтс который 20 год вообще изменяться героиня верхний круг считать большой сплетница поэтому дело иметь хотеть самый дело женщина очень добрый отзывчивый особый который помогать джек чувствовать свой светский общество приятно видеть актерский талант eol эффект высокий уровень это кэмерон       ),        саундтрек высоко похвала особенно песня селин дион my heart will go on       "",        который становиться гимн весь влюблять очень долгий время неотъемлемый часть титаник eol спустя 20 год история любовь поражать катастрофа пугать пересматривать данный картина смотреть довольно большой хронометраж 3 час фильм определенно являться фаворит который обязывать посмотреть весь"		no	yes	yes	yes		pos	pos	pos	
93732_0	прежде посмотреть фильм естественно насмотреться скриншот трейлер бравый парень доля юмор крошить налево направо впечатление складываться начинать eol рука рассейский кинематограф давать знать вместо возможный сильный завязка первый 20 минута происходить нечто невразумительный надеяться середина фильм ситуация изменяться ошибаться eol главный злодей харизматичный принцип притягивать ухо весь сюжет ... сожаление задумка самый дело бомба реализация полный ад eol кино пиво конец досматривать смочь		yes	no	no	no	neg				
93637_1	2012 год действительно год несостоявшийся конец свет год белоснежка большой экран выходить сразу экранизация eol сингх замечательный        «       запределие       »   «       клетка       »        снимать взбалмошный комедия        «       белоснежка месть гном       »       повышенный градус трэш видный название видеть гном       –       разбойник ходуля принц ведущий собака белоснежка огромный бровь кроме вообще запоминать ничто        –        безбашенность фильм убеждаться eol второй        «       белоснежка       »        менее известный снимать испания черно-белый немой фильм вынашиваться восемь год сюжет сказка перенести испания 1920 х год коррида страсть зной кровный месть        –        прочий фильм понравиться каждый выходить удивительно стильный художественный свой испания        «       белоснежка       »        собирать куча награда eol фон неоднозначный работа        «       юниверсал       »        решать выстреливать блокбастер бюджет 170 миллион доллар море график слоумо фехтовальный изыск массовый баталия … это        «       белоснежка       »:        сказка злой королева домик лес семеро гномик мотыга видно сказка сквозь призма        «       кинобабнуть       »       eol        «       белоснежка охотник       »        неведомый голливуд режиссер руперт сандерс решать удивлять мир веселый трэш тонкий стилизация пафос зашкаливать пафос благо бюджет позвояет именно поэтому белоснежка становиться кристен стюарт который олимп пафосный кинематограф возносить        «       сумерки       » (       четыре момент охотник становиться крис хемсворт        –        общий неплохой актер который момент узнавать гг первый ужасный        –   –        пафосный первый        «       тор       »       eol шарлиз терон диадема злой королева наверное сидеть недоумевать делать грех        –        замазываться пафосный        «       эон флакс       »       … это шарлиз давно заглаживать свой вино eol поскольку пафосный экшн классический сказка кроткий принцесса сделать создатель блокбастер решать проводить ревизия диснеевский образ белоснежка это кроткий девица вроде самостоятельный активный герой eol почему написать        «       вроде       »       глупость ответственный кастинг поставлять роль        «       бэла       »       пик слава видеть        «       сумерки       »,        видеть вялый камбала бродить стюарт кадр сильный героиня ?! сценарий написать пять меч весь рука давать        –        провал признавать стюарт стараться видеть какой-то место ярко расцвечивать игра равный        –        фон свой антагонист        –        королева шарлиз терон        –        кисель принцесса мочь дакота фаннинг eol итог зритель видеть ненастоящность происходить посмотреть здоровый воздушный шар кричать создатель фильм … потряхивать тряпка волочиться пол никакой сценарий спасать фильм актер вывозить задача eol сценарий далеко тарантиновский уровень новый версия радикально изменяться роль охотник сказка прекрасный видно анонс трейлер кинозал никакой слом никакой        «       вау       »        происходить идти кинотеатр знать идти eol итог        –        низкий сбор прокат сша отбивать расход съемка фильм мировой прокат помогать создатель фильм отбиваться        –        все-таки имя лицо бог тор вампирши бэла сделать свой дело второй        «       белоснежка охотник       »        плюс выходить        –        помнить человек неудачный первый фильм		yes	no	no	yes	neg			neg	
93652_3	скупиться эпитет сказать фильм чудесный весь психологический глубина рефлексия далекий happy end финал … eol уникальный картина выделять совершенный негламурность сюжет достоверность образ отменный операторский видение снайперский точность музыкальный оформление монтаж проработка деталь        –        освещенность застольный сцена действующий лицо малый элемент одежда интерьер eol протяжение картина почувствовать фальшь число показ третий герой картина        –        санкт-петербург который играть роль сходный лакмусовый бумажка eol второстепенный персонаж определять свой претензия женщина урал вика        – «       мечта идея       »        герой проза павел нилин коренной петербурженка этнограф лиза вырастать центр город фактически жить музей        –        органичный неотъемлемый часть личность eol кстати стиль барокко петербург нередко соседствовать двор колодец близость отделять арка столь остро резать глаз … eol случайный встреча взаимный неприязнь довольно резко изменяться острый симпатия друг друг столь разный женщина        –        отличный иллюстрация современный неравный брак нечто непреодолимый исключать гармония подобный тандем eol исполнительница главный роль яна троян анна михалкова заслуживать овация равный мера eol конфликт отношение развиваться сложный вираж острый ненависть столь острый взаимный интерес друг друг невозможность мирный сосуществование напоминать фабула картина павел лунгин        «       такси блюз       »       … eol замечать мастерство авдотья смирнов режиссер настоящий авторский кино превосходить ожидание eol по-моему вообще никто подражать уметь показывать судьба многий человек обычный формат фильм настоящий авторский кино сила многогранный сочный киноязыкий снимать драма порадовать отсутствие многозначительный длиннота нередко свойственный арт хаус рваный монтаж совершенный внятность история который воспринимать мозаика реальный фрагмент жизнь eol особо импонировать отсутствие назидательность … eol хотеться навязывать свой видение поскольку фильм выходить прокат eol смело рекомендовать интересный проявление сформировываться характер конфликт взрослый человек вырастать различный окружение традиция культура eol редкость актуальный фильм		no	yes	yes	yes		pos	pos	pos	
