INPUT:id	INPUT:text	OUTPUT:id	OUTPUT:plot	OUTPUT:image	OUTPUT:music	OUTPUT:actors	OUTPUT:plot_score	OUTPUT:image_score	OUTPUT:music_score	OUTPUT:actors_score
93869_3	успешный предприниматель кэл женщина пощечина мочь позволять любой невеста красивый роуз богатый роуз нищая зачем-то прицепляться именно прекрасно знать  –  шлюха dot ответ  –  ключевой эпизод  « титаник » < dot 1 00 20 это говорить состариться роуз никто получать прощение это воображать господь бог это воображать именно почему eol богоподобный высказывание роуз показывать интересный эпизод dot состав пассажир шлюпка кэл спускать  « титаник » < dot видеть практически весь  –  женщина dot выглядеть шлюпка рассматривать эпизод  « титаник »  затонуть dot народ явно прибавляться dot причем преимущественно мужчина dot мочь утверждать роуз никто кроме шестеро шлюпка спасать роуз соврать человек спасать dot причем спасать именно кэл dot >  < eol >   < eol действительно опасный жизнь ситуация человек жаться свой спаситель dot показывать спасать жаться кэл dot жаться показывать кэл шлюпка делиться самый ситуация ценный антистрессовый препарат dot делаться это чувствоваться уважение  –  спаситель dot выясняться роуз наврать кэл вовсе монстр рассказывать уважаемый мужской мир человек dot деловой мужской вообще dot >  < eol >   < eol повод жених роуз весь время перевертывать dot пример рассказывать кэл попадать спасательный шлюпка dot эпизод рассказ роуз получаться кэл использовать девочка попадать шлюпка незаконно dot это чистый вода вранье dot кэл  –  пассажир первый класс dot мужчина пассажир первый класс доступ шлюпка ограничиваться dot второй третий класс спасать первый очередь женщина ребенок мужчина пускать первый класс мужчина ограничивать dot эпизод который кэл давать взятка попадать шлюпка  –  вранье роуз dot это ошибка создатель фильм восклицательный знак понимать удивительный событие  « титаник » –  ключ познание важный истина dot приглашение ознакомляться материал  « титаник » … общий весь часть фильм событие 1912 год рассматривать фантазия роуз  –  редкий вкрапление ключевой эпизод который видно фантазия роуз  –  это вранье небывальщина даваться ключ понимать самый дело dot >  < eol >   < eol процент спасаться  « титаник »  женщина 1 5 высокий процент спасаться ребенок dot часть мать отец бросать свой ребенок заниматься dot бросать девочка обреченный погибать спасать кэл dot кэл роуз перевирать благородный поступок кэл перефантазировать поступок монстр dot роуз обильно перевирать жених происходить  « титаник » мотив очевидный кэл  –  благородный человек изменять обычный шлюха перефантазировать кэл  –  чудовище шлюха просто искать любовь dot причем любовь благородный человек джек рассказывать dot >  < eol >   < eol избранник наоборотница роуз самый дело джек версия роуз фантазировать возвышенный человек детектив профессионал утверждать джек  –  типичный вор dot знать точно джек украсть пиджак dot украсть подтверждение dot незыблемый закономерность жизнь подобный подобный dot частность вор совмещать воровка dot роуз точно , –  воровка dot спирать бриллиант  « сердце океан » < dot оказываться случайно  –  вместе пальто который отдавать кэл dot честный девушка вернуть dot это роуз честной порядочный девушка извинять клип eol >   < eol итак подтверждаться джек  –  вор dot соответственно роуз должный интересовать объект который обворовывать dot добыча бриллиант джек упускать мочь dot появляться малый возможность украсть спирать обязательно dot сказать эпизод эпизод дескать бриллиант джек подбрасывать dot показывать фильм лишь часть  –  правда часть  –  фантазия роуз dot видеть карман украсть джек пиджак обнаруживать бриллиант подбрасывать узнавать джек dot верить джек dot воровка dot подобный подобный dot  « титаник »  эпизод обнаружение карман джек бриллиант  –  правда dot подбрасывать  –  фантазия dot >  < eol >   < eol типичный жизнь история воровка искать вор находить объявлять совершенство  –  пика товарищество dot самый дело незыблемый правило жизнь шлюха бежать блядовать сталкиваться проявление товарищество dot сталкиваться  –  товарищество присоединяться учиться товарищество помогать dot шлюха присоединяться бежать искать союзник который подтверждать присоединяться стоить dot это джек нужный роуз dot незыблемый правило жизнь dot блядство  –  это неправильный реакция соприкосновение товарищество dot реакция dot >  < eol >   < eol соприкосновение роуз товарищество  « титаник »  показывать dot всякий шлюха соприкосновение товарищество реагировать хамство переходить истерика блядство dot весь этап роуз продемонстрировать dot начинаться эпизод соприкосновение товарищество dot обед автор проект  « титаник » < dot >  < eol >   < eol кэл исметь будущий товарищ стол свой поведение заметно изменять  –  зарождение дружба визуально узнавать поведение роуз dot настоящий дружба настоящий плодотворный возможный человек достойный dot кэл человек достойный убеждаться dot причем кэл редкий благородство человек  « титаник »  чужой ребенок кроме кэл никто спасать шлюпка тонуть подбирать хотя большинство шлюпка полупустой dot оставаться убеждаться автор идея  « титаник »,  исметь человек достойный dot интересный конец  « титаник »  эпизод dot моряк  « карпатия »  роуз облизывать dot автор идея смотреть ненависть dot подумать ненависть пассажир третий класс смотреть виновник гибель  « титаник » < dot это dot виновник низко dot исметь виновник пассажир третий класс никак мочь знать лицо dot неприязнь это непосредственный реакция dot роуз шлюха воровской оттенок  –  свой исметь  –  чуждый предатель вор dot автор идея аналогично смотреть  « титаник »  пойти ко дно dot роуз проектировщик испытывать автор идея неприязнь dot это видно проектировщик хамство роуз сторона исметь рассмеяться dot смех испытывать автор идея неприязнь обязательно хотеть доказывать идея скверный dot следствие где-то проект корабль гигант нагадить dot причем нагадить явно расследование это выявлять  –  услышать суд вещь называть свой имя покончить dot самый дело расследование гибель  « титаник »  выявлять множество нарушение  –  стадия проект стадия изготовление dot итак проектировщик хамство роуз сторона идея довольно расмеяться dot плюс роуз благоволить dot диагноз проектировщик очевидный dot >  < eol >   < eol исметь испытывать неприязнь  –  неудачник третий класс роуз знать dot просто говорить автор идея исметь  –  очень достойный человек dot идеал совместный дело любой род  –  бизнес число dot гибель  « титаник »,  несведущий окончательно захотеть иметь дело  –  использовать гибель  « титаник »  оправдание свой неосознаваемый неприязнь достойный человек вообще dot кэл который понимать тайна реакция женщина автор дело иметь dot образ сколько кэл украсть роуз сколько украсть любовник который водить роуз сотрудничество автор идея достоинство который выявлять помощь реакция роуз окупать dot поэтому кэл брать роуз обед вообще возжаться dot пощечина кроме роуз воровка выявлять весь вор недобросовестный понравиться какой-нибудь роуз  –  дело иметь dot кадр решать  –  правильный понимание женщина который входить товарищество который работать понимать успех гарантировать dot бизнес dot >  < eol >   < eol слышать древний принцип выслушивать женщина  –  сделать наоборот dot это самый хороший формулировка dot отмечать реакция женщина знать наоборотничество сделать правильный вывод dot проблема ориентирование слово возраст женщина учиться врать изощренный изощренный dot заучивать правильный фраза dot прикидываться адекватный dot непроизвольный реакция вроде истерика слеза умиление справляться мочь dot слово ориентироваться реакция dot начало особенность молодой молодой слово выслушивать женщина  –  сделать наоборот dot >  < eol >   < eol эпизод который начинать подобный отличный индикатор служить внучка состариться роуз dot внучка удовольствие умиляться рассказ бабушка  –  значит бабушка происходить перевирать dot оправдываться dot верный индикатор dot сверх видно роуз год изменяться  –  dot посмотреть нога dot >  < eol >   < eol строго говорить истерика роуз пароксизм хамство затем блядство случаться реакция столько достойный мужчина сколько зарождение кэл автор идея  « титаник »  настоящий дружба оно товарищество dot зарождение настоящий дружба событие удивительный красота  –  ценный дружба ценный товарищество ничто dot это  –  ценный любой свет шлюха любой сокровище ценный самоей жизнь dot дешова шлюха роуз наступать реакция истинный красота жизнь истерика dot истерика  –  это психотехника отключение мозги dot блядство  –  аналогичный психотехника dot зарождение дружба соприкасаться это роуз джек замечать dot джек  –  подручный материал dot вор подобный роуз использовать dot >  < eol >   < eol кстати джек должный умирать труп фантазировать улетний dot умирать  –  ситуация который мочь выживать dot тонуть eol >   < eol красота  « титаник »  dot это зарождение дружба кэл автор идея это эпизод фляжка спасение девочка dot очень красивый точка зрение товарищество эпизод именно спасательный шлюпка подходить сразу dot сразу спасение шестеро эпизод достаточно глубокий понимать поэтому  –  отдельный разговор dot >  < eol >   < eol женщина действительно очень тонко чувствовать натура dot тонко чувствовать человек dot скажем роуз сразу распознавать джек свой  –  дело объявлять прекрасный dot соответственно роуз встречать достойный человек распознавать сразу dot дело объявлять мерзавец dot качество женщина тонко чувствовать использовать инструмент познание  –  понимать dot объяснение кэл женщина dot пощечина eol >   < eol понимание женщина открывать большой возможность dot весь проблема поскольку весь воспитывать наоборотнический мать школа сегодняшний день наоборотнический вдалбливать наоборотнический реакция достойный человек крыситься обходить замечать доверяться разный гнида dot приобретать рефлекс dot вернее вдалбливать dot подобный непреодоленный рефлекс делать неудачник dot понимать наоборотнический реакция женщина научаться проводить расследование истерика баба пропускать  –  искать достойный человек реакция который истерика dot тут-то начинать пусть начало усилие все-таки взирать первоначально крыситься dot малоизвестный соглашаться прием dot среди пассажир третий класс вообще неизвестный dot четко хотеть понимать суть вещь  –  третий класс dot понимать суть вещь  –  открываться красота жизнь dot входить dot >  < eol это текст ролик судить строго https :// vimeo dot com 68956227		no	no	no	no				
93642_0	считать мужчина женщина  —  это человек менее пригодный женитьба друг друг massimo troisi ) < eol тема взаимоотношение пол волновать тревожить кинематографист очень очень давно каждый страна подход тема увязывать менталитет традиция конкретный страна подчас существенно отличаться который привыкать dot разбирать фильм фаусто брицци плюс минус понимать суметь режиссер разбирать весь грань межполовой взаимоотношение dot >  < eol > +  связка новелла dot очень круто весь герой иначе соприкасаться друг друг видеть отдельный отрывать друг друг новелла систематизировать паутина межличностный взаимоотношение dot >  < eol > +  новелла диего сиара dot несмотря некоторый непроработанность персонаж история самый крутой весь dot сюда приплетать тема защита окружающий среда фильм все-таки европа сниматься никак eol > +  музыкальный сопровождение легкий навязчивый eol > +  идея женщина прекрасный любимый возраст иметь никакой отношение dot красота прежде внутри снаружи dot >  < eol > +  хороший операторский работа dot план съемка постельный сцена сцена нудистский пляж dot обычно фильм момент столько крупный план невольно думать это вообще художественный фильм порно dot >   < eol > -  пусть обвинять гомофобия равный отрицательно относиться тема однополый отношение dot европа это входить норма наличие подобный линия фильм вполне логично dot >   < eol > -  непроработанность некоторый персонаж развитие статичность dot например персонаж алессандро прециози  —  диего  —  этакий жигать который ухлестывать девушка вылечиваться психологический дисфункция dot показывать развитие dot это огромный роль сыграть выбор структура фильм вид новелла каждый сюжетный линия ограниченный количество время сильно помешать восприятие изменение происходить герой dot		yes	yes	yes	no	neut	pos	pos	
93652_2	"счастливый находить подобный фильм подобный значительность смысловой доступность восприятие весь категория зритель dot > "" слава интернет возможность предоставлять ""-"" просеивать "", словно песок вода сквозь ситечко выуживать масса мокрый песок золотой самородок "" < dot >  < dot >  < dot радость азарт заниматься это свободный ночной время жертвовать сон счастливый мноооого насобирать достойный работа талантливый часто неизвестный широкий зритель "")  режиссер сценарист eol актер несколько коллекция уррраа !!! eol автор фильм василий сигарев -"" просто убиииил свой первый киношедевр дададааааа !!! )"" волчок dot >  < dot >  < dot >  < dot >  < dot >  < dot >  < dot >  < dot >  < dot >  < dot >  < dot >  < dot слово цензурный иметь вид dot >  < dot >  < dot >  < dot сей пора шок dot следующий фильм -"" жить ""- ваааащееее добиил dot >  < dot >  < dot >  < dot третий - < dot >  < dot >  < dot фильм dot >  < dot >  < dot разум отказываться воспринимать увидеть фииильм отказываться яна троянов главный актриса жена режиссер dot >  < dot >  < dot >  < dot называться явно посылать свыше получаться именно фильм именно нынешний время dot >  < eol >  < dot >  < dot >  < dot >  < dot >  < dot >  < dot писать весь это неслучайно читать это посмотреть фильм василий сигарев яна троянова жить dot >  < dot >  < dot >  < dot >  < dot волчок dot >  < dot >  < dot >  < dot >  < dot кококо dot поверять это случайный проходной работа фильм dot >  < dot >  < dot >  < dot это откровение общеизвестный общестрашный dot >  < dot >  < dot >  < dot >  < dot как-то dot >  < eol извинять ежели че -"" жисть жесть ))))))))) неееетушка дорогой жизнь совершенствовать "", божий благословение dot >  < dot >  < dot >  < dot >  < dot >  < dot божий (((  маааммадорогой прааавильно всевышний давать критикесса становиться )))-"" расходиться выражение эмоция уточнять кококо дуня смирнова сотворить "", ))))( достойный менее восторженный эпитет дааа яна троянов значит василий муж ейный тоооже присутствовать талант притягиваться dot смотреть пожалеть"		no	no	no	no				
94010_0	"долгий год многий зритель мочь принимать факт анимация любой формат вид искусство ориентироваться какой-то определенный категория dot пора усваивать мультфильм выходить ребенок многий это форма который какой-то автор удобно высказываться проявлять свой талант dot более-менее известный вспоминаться  “ ад данте анимированный эпос ”, ” освобождать джимми ”, ” теркель беда ”,  внушительный количество экарнизация комикс dc dot сша британия япония отличаться стезя однако единственный являться dot мультипликация взрослый аудитория находиться сказать аргентинец dot >  < eol > “ бугай ” –  это громадный брутальный наемный киллер антигерой который любить свой работа первоклассный выполнять dot преграда ограничение поскольку весь проблема препятствие решать помощь верный помощник  –  пистолет dot однако верный свой дело киллер однажды подставлять бывший заказчик становиться враг dot плохой убийство главный герой бросать весь сила встреча бугай  –  самый плохой беспощадный ужасный мочь случаться dot >  < eol создатель мультфильм подкачивать опозориться dot высокий уровень выполнять прорабатывать весь элемент dot содержание криминальный сюжет который требовать усложнение персонаж развиваться раскрываться слово дело многое говорить dot технический план  –  отличный анимация дизайн стиль весь смысл безбашенный натурально зубодробительный экшн dot >  < eol общий , "" бугай "",  это смелый дерзкий довольно крутой эксперимент заявление вести иной сфера производитель мочь продемонстрировать уступать качество материал dot однако демонстрировать редко факт наличие это отменять dot"		yes	yes	no	no	neut	pos		
93869_0	написать великий фильм столь любимый миллион eol далекий 1912 год крупный прекрасный лайнер  « титаник »  отправляться путь великобритания америка свой первый путешествие атлантический океан dot путешествие который становиться последний dot >   < eol режиссер джеймс кэмерон идти фильм многий год суметь драматический страшный событие поставлять фильм который становиться драматический романтический сделать фильм культовый dot >   < eol воля случай это корабль плыть юный семнадцатилетний девушка роза кейт уинслет свой мама который ждать непростой финансовый положение будущее мама роза хотеть идти работать белошвейка это плохой ) < dot выход ситуация хотеть выдавать свой дочь замуж расчет молодой человек который плыть рейс вместе dot многочисленный пассажир первый план выдвигаться фигура образ джек леонардо ди каприо ) < dot это юный двадцатилетний бедный художник который оказываться корабль словно вытягивать счастливый билет dot счастливый eol человек разный сословие dot возможный неожиданный романтический первый настоящий светлый любовь который стереть дочиста весь граница барьер который самый дело мочь человек джек сменить свой костюм пиджак садиться обедать вместе семья роза заслуживать право определенный благородный поступок  —  человек dot весь человек равный dot одинаково плыть лайнер океан dot >  < eol человек важный внутренний качество который раскрывать наиболее ясно четко необычный опасный экстремальный ситуация eol немой бедный художник который непростой прошлое непонятный будущее духовный начало идти профессия сделать романтик который влюбляться роза след проникаться симпатия огромный количество зрительница dot именно роль леонардо ди каприо сыграть молодой год становиться хороший карьера актер dot романтизм dot особенно джек роза стоять вместе борт титаник последний луч закат солнце красиво море тишина умиротворение гармония dot это символический переход день ночь радость роскошь корабль величие прекрасный время танец ночь dot ночь суждено становиться печальный роковый dot айсберг холодный вода весь близко dot >  < eol экстремальный ситуация dot пассажир понимать это первый путешествие лайнер становиться последний dot жизнь опасность dot показывать сцена ночь корабль человек стремиться спасаться dot спасение шлюпка любимый человек оставаться приковывать наручник способный девушка ради самый героический поступок dot показывать чувствовать испытывать человек оказываться одиночество посреди величие роскошь который обреченный dot кругом подступать вода dot нужно продолжать идти цель условие раскрываться характер человек благородство смелость решительность dot качество девушка dot чувствовать человек вместе палуба dot паника dot становиться очевидно некоторые нужно долго оставаться корабль dot начинать принимать вертикальный положение dot беззащитный человек нужно любить беречь жизнь каждый мгновение оставлять беда человек весь герой фильм это понимать eol посреди темный ночь холодный вода атлантический океан рядом dot весь прекрасный звезда холодный вод eol > « титаник »  учить корабль промежуток который должный недолгий становиться бесконечность мир весь человек равный dot нужно любить беречь друг друг дорожить каждый мгновение жизнь dot		no	no	no	yes				pos
94006_0	учиться школа старший класс безумно нравиться некоторый американский комедия шутка низко пояс например  « белый цыпочки », « король общага », « цыпочки »  т dot д dot несмотря очень очень пошлый безумно глупый построить безумно смешно сюжет развиваться непредсказуемый зритель смеяться весь время dot >  < eol фильм dot раскладывать полочка объективный оценка dot >  < eol актерский игра dot казаться заголовок рецензия говорить dot это фраза фильм dot главный актриса … называть знать … единственный получаться это открывать рот dot эмоция выражать просто плохо половина ситуация понимать чувство испытывать dot >   < eol саундрек dot запоминаться dot какой-то попытка середина фильм треск проваливаться dot >  < eol сюжет dot подходить самый ужасный часть фильм dot история девушка легкий поведение который хотеть секс ничто кроме dot попутно размышлять мужик козлы думать ничто давать взамен dot дааа dot обстоять dot пока пытаться совращать мужчина постоянно попадать безумно глупый ситуация который должный вызывать зритель улыбка вызывать недоумение dot >  < eol фильм ужасный dot		yes	no	yes	yes	neg		neut	neg
93641_0	"« супер » —  фильм принадлежать жанр  :""  простой человек становиться супергерой » < dot фильм обретать популярность многий причина несмотря это цеплять свой жестокость грубость нестандартность dot переходить самый картина : < eol сюжет dot сильный сторона фильм dot история примитивный простой неудачник становиться супергерой вернуть возлюбленный dot бить лоб простота делать особенный автор пытаться создавать велосипед модернизировать dot >  < eol спецэффект dot соответствовать бюджет экшн сцена сделать должный выглядеть реальный жизнь ничто лишний dot стоить забывать это комикс поэтому экшн сцена оформлять именно жанр dot >   < eol персонаж dot абсурд простой непримечательный dot парень гаечный ключ подружка фанатеть комикс либо супер способность навык dot >  < eol фильм стоить смотреть сюжет спецэффект фильм примечательный показывать невозможность существование супергерой одновременно необходимость герой dot >   < eol фильм показывать простой парень взять разводной ключ начинать заниматься миротворчество dot правильный это нащупывать грань зло хулиганство это приводить eol присутствовать режиссерский ход который заставлять самый скептически настроенный скучающий зритель подскакивать крикнуть  « черт ?! » < dot >  < eol причина посмотреть фильм занести необычный взаимоотношение персонаж dot фильм ставить вопрос устаиваться понятие  « любовь » < dot правильно представлять любовь любить человек любить альтер эго это просто фанатизм eol > « супер » —  просто черный комедия dot большой стеб реальность dot комикс dot фильм dot"		yes	yes	no	no	neg	pos		
93942_4	фильм просто отвратительный dot мало сюжет некчемный качество ужасный видимость нолевый темнота троиться тормозить просто невозможно смотреть dot игра актер осталвяет желать хороший неестественный крик беготня ужимка всхлип почему выбирать первый убийство девушка непонятно концовка вязаться тип продолжение следовать понимать dot >  < dot >  < dot >  < dot > ,  тяжело называть словом кино выставлять всеобщий обозрение dot понимать тратить деньги снимать dot >  < dot >  < dot >  < dot >  < dot		yes	yes	no	yes	neg	neg		neg
94011_0	фильм плоский поставлять сравнение одноименный приписывать quot звонок quot ;, из-за постоянный наигранный вопль героиня появляться жуткий раздражение хотеться душа втаскивать dot посмотреть любитель фильм данный жанр который нечего смотреть dot ничто новый увидеть весь как-то вяло боль знакомый dot игра актер слабоватый запоминаться герой девка мерзкий крик dot хотя клонировать quot девчонка кузнечик quot понравиться )) < dot правда весь бюджет уходить заставка поэтому приходиться просто скопировать женокузнечик размножать dot		no	no	no	yes				neg
94109_1	самый ожидать фильм комикс год dot предыдущий творение нолан название  « темный рыцарь »  оказываться интригующий продолжение первый фильм смысловой посыл отставать dot второй фильм хороший третий понравиться объяснять почему dot очень часто фильм нолан становиться мелькать актер джозеф гордон левитта марийон котийяр актер понравиться  « начало »,  постараться выжимать максимум dot драматический образ хитро переплетать криминальный ужас готэм фон  « темный царство »  судьба высвечиваться белый свет dot >  < eol весь фильм трилогия славиться свой харизматичный злодей первый фильм это раса аль гул человек который воспитывать бэтмена путем анархия членовредительство стремиться уничтожать готэм сити dot второй злодей джокер dot джокер подкупать свой характер эксцентризм обаяние dot хит леджер удаваться передавать разноликий образ dot фильм злодей становиться бэйн хотеть сказать бэйн близко дух бэтмена хотя предыдущий герой цель стереть готэм лицо земля ради достижение цель бэйн разрабатывать план достойный джокер раскрывать деталь иначе утериваться весь суть dot сказать лишь актер тома харди загримировывать узнавать dot >   < eol весь фильм злодей стремиться взрывать система моральный ценность готэм который низкий готэм становиться прообраз наш реальность маска трудный разглядеть характер ибо бэтмен кадр мастерство перевоплощение играть подозревать это называть искусство dot сильный мир сей вновь пытаться завладевать разработка ученый который похищать злодей направлять ненужный русло dot каждый фильм нолан сильный свой характер каждый представать самый неожиданный свет особенно магически выглядеть раса аль гул лиам нисон выглядеть великолепно dot >  < eol основа власть страх преступность вновь собираться отбирать город полиция приходиться сильно постараться dot фильм возвращаться исток первый часть радовать значит трилогия близиться завершение каждый минута весь быстро приходить конец режиссер понимать уходить красиво огонек dot это сделать несмотря некоторый затянутость диалог фильм страдать недостаток динамизм каждый сцена находить отсылка предыдущий работа нолан работа жанр триллер основа хороший смочь создавать видеть экран dot >  < eol революция завершать трилогия последний революция матрица который прославлять свой создатель энди лан вачовски dot заключаться суть революция готем суть уничтожать коррумпировать элемент город давать обычный гражданин полноправный свобода вера светлый будущее dot весь это напоминать наш общество навязывать свой идеал человек способный осуществлять весь долго обещать dot >  < eol актер великолепный харди великолепный персонаж получаться отлично некоторый род затмевать бэтмена который вновь сыграть кристиан бейл достигать свой апогей образ герой злодей видеть общий сходство корень персонаж противостояние прошлое будущее душа главный герой показывать правдоподобный dot справляться особенно гарь олдман джим гордон бессмертный dot энн хэтэуэй роль женщина кошка великолепный прошлый нравиться современный иметь доля обаяние привлекать богатенький папики пользоваться доверие dot >  < eol итог отличный завершение трилогия эпический философия хороший трилогия начало двухтысячный спокойный душа чистый совесть объявлять нолан хороший режиссер нулевой dot понравиться dot рекомендовать эпический картина смотреть весь		no	no	no	yes				pos
